job_id,job_title,salary_usd,location,work_type,experience_level,industry,company_size,skills_required,num_skills,post_date,applicants
JP-11443,Analytics Engineer,108000,"Seattle, WA",Hybrid,Entry (0-2 yrs),Manufacturing,Large (1001-5000),"SQL, BigQuery, dbt, Airflow, TensorFlow, GCP",6,2025-03-26,113
JP-11444,Senior Data Scientist,180000,"Nashville, TN",Remote,Senior (6-10 yrs),Technology,Enterprise (5000+),"Java, Excel, Spark MLlib, XGBoost",4,2025-02-19,124
JP-11445,Business Analyst,62000,"Dallas, TX",On-Site,Mid (3-5 yrs),Technology,Large (1001-5000),"Looker, Scala",2,2025-04-12,76
JP-11446,Data Analyst,45000,"Dallas, TX",On-Site,Entry (0-2 yrs),Finance,Startup (1-50),"Git, Redshift, PostgreSQL, SQL, Kafka, Looker",6,2025-07-21,107
JP-11447,Business Analyst,58000,"Chicago, IL",Remote,Entry (0-2 yrs),Finance,Enterprise (5000+),"Power BI, Excel",2,2025-10-08,194
JP-11448,Senior Data Analyst,161000,"San Francisco, CA",On-Site,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"R, BigQuery, Python, Power BI, Kafka, Airflow",6,2025-11-23,77
JP-11449,BI Analyst,80000,"Chicago, IL",On-Site,Mid (3-5 yrs),Healthcare,Enterprise (5000+),"Python, Excel, R",3,2025-08-18,83
JP-11450,BI Analyst,64000,"Portland, OR",Hybrid,Mid (3-5 yrs),Insurance,Small (51-200),"SQL, Tableau, Java",3,2025-08-26,93
JP-11451,Data Scientist,123000,"Nashville, TN",Hybrid,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"Excel, Scala, Snowflake",3,2025-12-07,63
JP-11452,Senior Data Analyst,125000,"San Francisco, CA",On-Site,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"Azure, BigQuery, Power BI, MongoDB, Databricks, R",6,2025-04-21,84
JP-11453,Data Engineer,110000,"Boston, MA",Hybrid,Entry (0-2 yrs),Consulting,Large (1001-5000),"BigQuery, Databricks, Git, Scala, R",5,2025-12-13,114
JP-11454,Business Analyst,65000,"Minneapolis, MN",Hybrid,Mid (3-5 yrs),Retail,Large (1001-5000),"Google Sheets, R, Power BI, Java",4,2025-08-06,68
JP-11455,Senior Data Analyst,124000,"Chicago, IL",Remote,Lead (10+ yrs),Technology,Small (51-200),"Snowflake, Power BI, MongoDB, SQL, Kafka, PostgreSQL, Databricks, PyTorch, Excel",9,2025-08-28,120
JP-11456,Business Analyst,65000,"Nashville, TN",Remote,Entry (0-2 yrs),Retail,Enterprise (5000+),"BigQuery, SQL, Looker, Scala, Excel",5,2025-05-09,190
JP-11457,Data Engineer,216000,"Chicago, IL",Hybrid,Lead (10+ yrs),Technology,Enterprise (5000+),"R, Snowflake, dbt, Kafka",4,2025-03-03,71
JP-11458,Business Analyst,107000,Remote,Remote,Senior (6-10 yrs),Technology,Large (1001-5000),"Scala, Google Sheets, MySQL, Power BI, R",5,2025-09-02,113
JP-11459,Senior Data Scientist,223000,"Miami, FL",On-Site,Senior (6-10 yrs),Consulting,Enterprise (5000+),"XGBoost, PostgreSQL",2,2025-11-01,76
JP-11460,Data Engineer,86000,"Austin, TX",Hybrid,Entry (0-2 yrs),Media,Mid-Market (201-1000),"PyTorch, GCP, Scala, Airflow, MongoDB, Java, PostgreSQL",7,2025-01-01,118
JP-11461,Analytics Engineer,99000,"Phoenix, AZ",Remote,Mid (3-5 yrs),Education,Enterprise (5000+),"Kafka, BigQuery, Scikit-learn, Azure, Git, Scala",6,2025-09-16,132
JP-11462,Analytics Engineer,141000,"Seattle, WA",On-Site,Mid (3-5 yrs),Technology,Large (1001-5000),"Azure, MongoDB, Kafka, Python",4,2025-12-04,65
JP-11463,Data Scientist,150000,"Denver, CO",On-Site,Senior (6-10 yrs),Retail,Enterprise (5000+),"MongoDB, SQL, TensorFlow, Excel, PostgreSQL, Docker",6,2025-06-12,68
JP-11464,Data Analyst,123000,"Chicago, IL",On-Site,Lead (10+ yrs),Finance,Large (1001-5000),"Google Sheets, Looker",2,2025-01-08,71
JP-11465,Analytics Engineer,175000,"Denver, CO",Hybrid,Lead (10+ yrs),Finance,Large (1001-5000),"GCP, Airflow, TensorFlow, Kafka, MongoDB, Power BI, MySQL",7,2025-11-07,92
JP-11466,Data Engineer,172000,"Boston, MA",Hybrid,Senior (6-10 yrs),Retail,Mid-Market (201-1000),"Snowflake, MongoDB, Docker, Scala, MySQL, Kafka, GCP",7,2025-08-03,71
JP-11467,Data Scientist,132000,"Portland, OR",Hybrid,Mid (3-5 yrs),Finance,Startup (1-50),"PyTorch, Power BI, TensorFlow, Kafka, Looker, Java, Docker",7,2025-04-25,75
JP-11468,Data Engineer,175000,"Boston, MA",Remote,Senior (6-10 yrs),Consulting,Startup (1-50),"Databricks, SQL, Looker, R, Git",5,2025-11-11,121
JP-11469,Business Analyst,84000,"New York, NY",Remote,Entry (0-2 yrs),Technology,Mid-Market (201-1000),"Power BI, Docker",2,2025-08-18,183
JP-11470,Data Analyst,71000,"Seattle, WA",Hybrid,Mid (3-5 yrs),Manufacturing,Mid-Market (201-1000),"Excel, Airflow, Tableau, AWS, SQL, Python, dbt, Snowflake",8,2025-12-01,73
JP-11471,BI Analyst,73000,"Denver, CO",Hybrid,Mid (3-5 yrs),Education,Large (1001-5000),"Google Sheets, Scala, Tableau",3,2025-08-23,78
JP-11472,BI Analyst,111000,"Atlanta, GA",On-Site,Lead (10+ yrs),Finance,Mid-Market (201-1000),"GCP, Scala, Google Sheets",3,2025-03-13,79
JP-11473,Business Analyst,74000,"Austin, TX",Hybrid,Senior (6-10 yrs),Healthcare,Small (51-200),"Tableau, Power BI, Redshift, MongoDB",4,2025-03-15,94
JP-11474,Business Analyst,99000,"San Francisco, CA",Remote,Entry (0-2 yrs),Finance,Enterprise (5000+),"Google Sheets, Looker",2,2025-05-27,198
JP-11475,Senior Data Scientist,187000,"Austin, TX",On-Site,Senior (6-10 yrs),Manufacturing,Large (1001-5000),"Python, Azure, TensorFlow, Excel, GCP",5,2025-02-27,91
JP-11476,Data Analyst,77000,"Dallas, TX",Hybrid,Mid (3-5 yrs),Retail,Mid-Market (201-1000),"SQL, Tableau, MongoDB, Redshift, Scala",5,2025-06-02,98
JP-11477,Data Scientist,116000,"Phoenix, AZ",Remote,Entry (0-2 yrs),Technology,Enterprise (5000+),"GCP, Excel, Scikit-learn, MongoDB, Google Sheets",5,2025-07-12,172
JP-11478,Data Scientist,156000,"San Francisco, CA",On-Site,Mid (3-5 yrs),Healthcare,Large (1001-5000),"Python, R, XGBoost, Scikit-learn",4,2025-12-25,85
JP-11479,Analytics Engineer,172000,"San Francisco, CA",Remote,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"dbt, MySQL, R",3,2025-03-06,121
JP-11480,BI Analyst,56000,"Phoenix, AZ",Hybrid,Entry (0-2 yrs),Technology,Enterprise (5000+),"BigQuery, Java, Looker",3,2025-08-01,121
JP-11481,Senior Data Scientist,151000,"Portland, OR",Hybrid,Senior (6-10 yrs),Insurance,Startup (1-50),"MongoDB, Looker, Python, Tableau, AWS, XGBoost",6,2025-11-07,74
JP-11482,Data Scientist,142000,"Portland, OR",Remote,Senior (6-10 yrs),Education,Small (51-200),"Databricks, SQL, Java, PostgreSQL, Google Sheets, Snowflake, XGBoost",7,2025-04-03,124
JP-11483,BI Analyst,69000,"Raleigh, NC",On-Site,Entry (0-2 yrs),Technology,Mid-Market (201-1000),"MongoDB, Docker, Google Sheets, Git, PostgreSQL, Tableau, Java",7,2025-03-18,113
JP-11484,Data Analyst,74000,"San Francisco, CA",Remote,Entry (0-2 yrs),Consulting,Mid-Market (201-1000),"Airflow, Google Sheets, Scala",3,2025-04-22,176
JP-11485,Analytics Engineer,103000,"Seattle, WA",Remote,Entry (0-2 yrs),Media,Small (51-200),"Redshift, Power BI, dbt, Java, Google Sheets",5,2025-09-16,187
JP-11486,Data Engineer,123000,"Denver, CO",Remote,Mid (3-5 yrs),Education,Startup (1-50),"Redshift, Git, BigQuery, Azure",4,2025-07-20,110
JP-11487,Data Engineer,142000,Remote,Remote,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Azure, PostgreSQL, SQL, MySQL, dbt",5,2025-11-21,137
JP-11488,Senior Data Engineer,236000,"Miami, FL",Remote,Lead (10+ yrs),Consulting,Small (51-200),"XGBoost, BigQuery, Azure, SQL, AWS, Java, MongoDB, Airflow",8,2025-03-23,131
JP-11489,BI Analyst,99000,"Portland, OR",Hybrid,Senior (6-10 yrs),Education,Mid-Market (201-1000),"Google Sheets, PostgreSQL",2,2025-06-30,68
JP-11490,Data Scientist,122000,"Raleigh, NC",Remote,Entry (0-2 yrs),Technology,Enterprise (5000+),"SQL, Python, MySQL, TensorFlow, PyTorch, MongoDB",6,2025-07-22,183
JP-11491,Data Analyst,65000,"Nashville, TN",On-Site,Mid (3-5 yrs),Retail,Mid-Market (201-1000),"Python, Kafka, Scala, Excel",4,2025-03-01,91
JP-11492,Data Engineer,150000,"Chicago, IL",Remote,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Snowflake, Java, Redshift, TensorFlow, Python, Scikit-learn",6,2025-07-22,104
JP-11493,Analytics Engineer,115000,"Denver, CO",Remote,Entry (0-2 yrs),Retail,Small (51-200),"Kafka, Airflow, AWS, R, Scala, BigQuery, MongoDB",7,2025-01-18,158
JP-11494,Business Analyst,55000,"Denver, CO",Hybrid,Entry (0-2 yrs),Technology,Large (1001-5000),"Looker, Google Sheets",2,2025-12-05,120
JP-11495,Data Analyst,76000,"Boston, MA",On-Site,Entry (0-2 yrs),Manufacturing,Mid-Market (201-1000),"Databricks, Scala, Power BI, R, Looker",5,2025-02-16,99
JP-11496,BI Analyst,67000,"Denver, CO",On-Site,Mid (3-5 yrs),Consulting,Large (1001-5000),"Excel, Scala, Tableau, GCP",4,2025-09-12,75
JP-11497,Business Analyst,70000,"Raleigh, NC",On-Site,Mid (3-5 yrs),Insurance,Small (51-200),"PostgreSQL, Google Sheets",2,2025-01-07,84
JP-11498,Business Analyst,106000,"Seattle, WA",Hybrid,Mid (3-5 yrs),Consulting,Large (1001-5000),"Spark MLlib, PyTorch, Redshift, Python",4,2025-06-10,81
JP-11499,Senior Data Scientist,188000,"Portland, OR",On-Site,Lead (10+ yrs),Technology,Large (1001-5000),"Snowflake, Scala, PyTorch, TensorFlow, Databricks",5,2025-10-16,86
JP-11500,Data Engineer,131000,Remote,Remote,Mid (3-5 yrs),Finance,Large (1001-5000),"Redshift, Scala, MySQL, Databricks, Python, Docker, Airflow",7,2025-10-10,129
JP-11501,Business Analyst,78000,"Austin, TX",On-Site,Senior (6-10 yrs),Healthcare,Startup (1-50),"Tableau, Java",2,2025-01-18,70
JP-11502,Analytics Engineer,248000,"San Francisco, CA",Remote,Lead (10+ yrs),Finance,Enterprise (5000+),"BigQuery, Scala",2,2025-09-29,153
JP-11503,Data Scientist,123000,"Portland, OR",Hybrid,Mid (3-5 yrs),Retail,Small (51-200),"Looker, Excel, PyTorch, Java, TensorFlow, GCP",6,2025-06-15,71
JP-11504,Data Analyst,113000,"Denver, CO",On-Site,Lead (10+ yrs),Consulting,Large (1001-5000),"Tableau, R, SQL",3,2025-08-24,83
JP-11505,Data Scientist,102000,"Minneapolis, MN",Hybrid,Mid (3-5 yrs),Retail,Startup (1-50),"PostgreSQL, Scikit-learn, Scala, Python",4,2025-09-18,76
JP-11506,ML Engineer,183000,"San Francisco, CA",On-Site,Senior (6-10 yrs),Finance,Small (51-200),"Databricks, R, MongoDB, PyTorch",4,2025-09-29,89
JP-11507,ML Engineer,97000,"Miami, FL",Hybrid,Entry (0-2 yrs),Retail,Mid-Market (201-1000),"MySQL, Azure, Spark MLlib, Google Sheets, R, Java, XGBoost",7,2025-11-30,109
JP-11508,ML Engineer,158000,"Atlanta, GA",On-Site,Senior (6-10 yrs),Finance,Large (1001-5000),"Airflow, TensorFlow, Python, Redshift, Docker, GCP, AWS, R, Spark MLlib",9,2025-02-02,74
JP-11509,Analytics Engineer,151000,"Portland, OR",Hybrid,Senior (6-10 yrs),Education,Enterprise (5000+),"Git, Redshift, XGBoost, Airflow, Python, R, Power BI",7,2025-12-01,80
JP-11510,Data Analyst,77000,"Austin, TX",On-Site,Entry (0-2 yrs),Finance,Enterprise (5000+),"Excel, Snowflake, GCP",3,2025-04-18,106
JP-11511,Data Analyst,69000,"Seattle, WA",Hybrid,Mid (3-5 yrs),Media,Mid-Market (201-1000),"Redshift, MySQL, Power BI, XGBoost, R, GCP, Snowflake",7,2025-12-08,81
JP-11512,Data Scientist,167000,"Portland, OR",Hybrid,Lead (10+ yrs),Technology,Mid-Market (201-1000),"Tableau, Python, Airflow, PyTorch, MongoDB, Snowflake, TensorFlow",7,2025-02-08,80
JP-11513,BI Analyst,87000,"New York, NY",Remote,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Tableau, Power BI",2,2025-08-15,128
JP-11514,Business Analyst,63000,"Miami, FL",Remote,Mid (3-5 yrs),Education,Enterprise (5000+),"SQL, Scala, AWS",3,2025-04-24,107
JP-11515,Analytics Engineer,153000,"Seattle, WA",Remote,Senior (6-10 yrs),Education,Mid-Market (201-1000),"R, Airflow, Tableau, PostgreSQL, MongoDB, AWS, Excel, Scala, Kafka",9,2025-04-30,113
JP-11516,ML Engineer,129000,"Miami, FL",On-Site,Entry (0-2 yrs),Finance,Mid-Market (201-1000),"Python, Databricks, Airflow, PostgreSQL, Google Sheets, Spark MLlib, Azure, Scikit-learn, Power BI, BigQuery, Kafka",11,2025-04-27,86
JP-11517,ML Engineer,153000,"Seattle, WA",On-Site,Mid (3-5 yrs),Retail,Large (1001-5000),"Airflow, Spark MLlib, GCP, TensorFlow, R",5,2025-07-01,56
JP-11518,Senior Data Analyst,137000,"Portland, OR",Hybrid,Senior (6-10 yrs),Consulting,Small (51-200),"R, MySQL",2,2025-10-30,68
JP-11519,Data Engineer,97000,"Dallas, TX",On-Site,Entry (0-2 yrs),Manufacturing,Mid-Market (201-1000),"Databricks, Spark MLlib, PostgreSQL, Docker",4,2025-05-12,125
JP-11520,Data Scientist,113000,"Minneapolis, MN",Hybrid,Mid (3-5 yrs),Healthcare,Large (1001-5000),"R, Spark MLlib, Docker, XGBoost, Python, BigQuery, Databricks, dbt",8,2025-07-13,82
JP-11521,BI Analyst,60000,"Phoenix, AZ",On-Site,Entry (0-2 yrs),Technology,Enterprise (5000+),"MySQL, Kafka, Google Sheets, dbt",4,2025-01-10,105
JP-11522,Data Analyst,71000,"Portland, OR",On-Site,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Redshift, Google Sheets",2,2025-08-24,66
JP-11523,Business Analyst,65000,"Chicago, IL",Hybrid,Entry (0-2 yrs),Healthcare,Startup (1-50),"Google Sheets, Power BI",2,2025-05-04,116
JP-11524,Data Engineer,130000,"Seattle, WA",Hybrid,Entry (0-2 yrs),Retail,Enterprise (5000+),"Google Sheets, Kafka, Excel, MongoDB, BigQuery",5,2025-04-14,116
JP-11525,Senior Data Engineer,187000,"Miami, FL",On-Site,Lead (10+ yrs),Insurance,Startup (1-50),"Java, Airflow, MongoDB, Python, PostgreSQL, Snowflake, GCP",7,2025-01-27,87
JP-11526,Data Scientist,112000,"Minneapolis, MN",Remote,Senior (6-10 yrs),Insurance,Startup (1-50),"Spark MLlib, R, XGBoost, SQL, Power BI, Tableau",6,2025-09-17,153
JP-11527,Data Scientist,110000,"Austin, TX",Remote,Entry (0-2 yrs),Technology,Large (1001-5000),"MySQL, PostgreSQL, Azure, Scikit-learn, Scala, TensorFlow, AWS",7,2025-05-13,212
JP-11528,Data Engineer,120000,"Miami, FL",Remote,Entry (0-2 yrs),Healthcare,Enterprise (5000+),"Scala, GCP, BigQuery, AWS, Git, SQL",6,2025-05-11,162
JP-11529,Senior Data Scientist,144000,"Nashville, TN",Remote,Entry (0-2 yrs),Technology,Large (1001-5000),"Airflow, BigQuery, MySQL, Power BI, Java",5,2025-04-01,180
JP-11530,BI Analyst,53000,"Dallas, TX",On-Site,Entry (0-2 yrs),Finance,Large (1001-5000),"Scala, Google Sheets, AWS, MongoDB, Snowflake, Redshift",6,2025-12-08,107
JP-11531,Data Scientist,112000,"New York, NY",Remote,Entry (0-2 yrs),Retail,Large (1001-5000),"Scikit-learn, Scala, Azure, Excel",4,2025-03-22,183
JP-11532,Business Analyst,60000,Remote,Remote,Entry (0-2 yrs),Technology,Startup (1-50),"Java, Tableau, Scala",3,2025-02-22,194
JP-11533,Data Scientist,149000,"Austin, TX",On-Site,Senior (6-10 yrs),Media,Startup (1-50),"Python, MySQL, Spark MLlib, Airflow, AWS, Docker, R, XGBoost",8,2025-08-04,84
JP-11534,Business Analyst,51000,"Atlanta, GA",Hybrid,Entry (0-2 yrs),Media,Startup (1-50),"PyTorch, Tableau, Scikit-learn, Power BI",4,2025-07-21,95
JP-11535,ML Engineer,186000,"Austin, TX",Remote,Lead (10+ yrs),Technology,Large (1001-5000),"Python, Scikit-learn, Kafka, dbt, BigQuery, PostgreSQL, Snowflake",7,2025-09-14,150
JP-11536,BI Analyst,77000,"Nashville, TN",Hybrid,Mid (3-5 yrs),Education,Large (1001-5000),"SQL, Python, Power BI",3,2025-06-01,75
JP-11537,Business Analyst,56000,"Raleigh, NC",Remote,Entry (0-2 yrs),Finance,Startup (1-50),"MySQL, XGBoost, Azure, GCP, Excel",5,2025-06-12,176
JP-11538,Senior Data Scientist,186000,"Portland, OR",On-Site,Senior (6-10 yrs),Technology,Small (51-200),"SQL, TensorFlow, Git, MySQL, Google Sheets, Scikit-learn",6,2025-09-29,57
JP-11539,Data Engineer,140000,"Miami, FL",Hybrid,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"XGBoost, Snowflake, dbt, MongoDB, BigQuery",5,2025-05-19,72
JP-11540,Senior Data Scientist,201000,"New York, NY",Hybrid,Senior (6-10 yrs),Healthcare,Mid-Market (201-1000),"XGBoost, Scala, Tableau, Looker, SQL",5,2025-06-15,87
JP-11541,Data Scientist,117000,"Phoenix, AZ",Hybrid,Senior (6-10 yrs),Education,Startup (1-50),"XGBoost, SQL, AWS, Tableau, PyTorch",5,2025-11-21,79
JP-11542,Senior Data Analyst,164000,"New York, NY",Remote,Senior (6-10 yrs),Finance,Startup (1-50),"R, GCP, Snowflake",3,2025-03-18,104
JP-11543,Senior Data Engineer,201000,"Minneapolis, MN",Hybrid,Senior (6-10 yrs),Media,Mid-Market (201-1000),"SQL, AWS, Airflow, Scala, dbt, MongoDB",6,2025-09-11,77
JP-11544,BI Analyst,59000,"Raleigh, NC",On-Site,Mid (3-5 yrs),Manufacturing,Mid-Market (201-1000),"Scala, Google Sheets, Java",3,2025-07-23,97
JP-11545,Business Analyst,121000,"San Francisco, CA",Hybrid,Mid (3-5 yrs),Healthcare,Enterprise (5000+),"Power BI, Scala, R",3,2025-05-11,85
JP-11546,Data Analyst,120000,"Seattle, WA",Remote,Senior (6-10 yrs),Finance,Small (51-200),"MySQL, PyTorch, Looker, Redshift, TensorFlow",5,2025-03-14,118
JP-11547,Senior Data Engineer,222000,"Atlanta, GA",Hybrid,Lead (10+ yrs),Technology,Large (1001-5000),"Java, dbt, MySQL, Databricks",4,2025-06-24,71
JP-11548,Senior Data Analyst,143000,"Chicago, IL",Hybrid,Senior (6-10 yrs),Consulting,Large (1001-5000),"Java, Power BI, Tableau",3,2025-02-15,62
JP-11549,Analytics Engineer,75000,"Atlanta, GA",Hybrid,Entry (0-2 yrs),Finance,Startup (1-50),"Java, Kafka, MySQL, Azure, PostgreSQL",5,2025-09-28,117
JP-11550,Data Scientist,139000,"Miami, FL",Hybrid,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Java, AWS, GCP, TensorFlow, SQL, Tableau, Google Sheets",7,2025-08-29,77
JP-11551,BI Analyst,59000,"Phoenix, AZ",On-Site,Entry (0-2 yrs),Insurance,Large (1001-5000),"Google Sheets, Azure, MySQL, GCP",4,2025-07-05,128
JP-11552,Data Scientist,180000,"Boston, MA",Remote,Senior (6-10 yrs),Healthcare,Startup (1-50),"Spark MLlib, Databricks, SQL, XGBoost, Tableau",5,2025-08-25,115
JP-11553,Business Analyst,76000,"Minneapolis, MN",Hybrid,Mid (3-5 yrs),Finance,Large (1001-5000),"Azure, Excel, PostgreSQL",3,2025-06-08,77
JP-11554,Data Scientist,112000,"Raleigh, NC",On-Site,Mid (3-5 yrs),Insurance,Large (1001-5000),"Python, MySQL, Java, Excel, MongoDB, Google Sheets, AWS",7,2025-03-30,87
JP-11555,Senior Data Analyst,87000,"Miami, FL",On-Site,Senior (6-10 yrs),Healthcare,Startup (1-50),"GCP, R, Google Sheets, Snowflake",4,2025-01-23,75
JP-11556,Senior Data Scientist,162000,"Miami, FL",Remote,Lead (10+ yrs),Technology,Startup (1-50),"Scala, Scikit-learn, Looker, Python, Airflow, AWS",6,2025-11-20,121
JP-11557,ML Engineer,105000,"Dallas, TX",Hybrid,Mid (3-5 yrs),Technology,Small (51-200),"SQL, Redshift, GCP, Scikit-learn, Java",5,2025-02-02,82
JP-11558,Senior Data Analyst,116000,"Austin, TX",On-Site,Lead (10+ yrs),Finance,Small (51-200),"Excel, MongoDB, Azure, Google Sheets, PostgreSQL",5,2025-12-29,82
JP-11559,Data Engineer,138000,"Atlanta, GA",Remote,Lead (10+ yrs),Technology,Startup (1-50),"Scala, MongoDB, AWS, Databricks, Docker, Python",6,2025-03-29,136
JP-11560,Business Analyst,83000,"Austin, TX",Hybrid,Senior (6-10 yrs),Media,Mid-Market (201-1000),"SQL, Power BI, R",3,2025-07-14,84
JP-11561,Data Scientist,177000,"Boston, MA",Remote,Senior (6-10 yrs),Consulting,Enterprise (5000+),"Scikit-learn, Snowflake, MySQL, R, TensorFlow, Redshift",6,2025-04-01,128
JP-11562,Analytics Engineer,121000,"Nashville, TN",Hybrid,Mid (3-5 yrs),Retail,Large (1001-5000),"Python, BigQuery",2,2025-07-19,82
JP-11563,Data Analyst,68000,"Nashville, TN",On-Site,Mid (3-5 yrs),Finance,Startup (1-50),"Google Sheets, GCP, Azure, Tableau, MySQL, BigQuery, Python",7,2025-10-25,79
JP-11564,BI Analyst,67000,"Denver, CO",Hybrid,Entry (0-2 yrs),Finance,Large (1001-5000),"Tableau, PostgreSQL, MongoDB",3,2025-09-02,91
JP-11565,Data Analyst,66000,"Miami, FL",Hybrid,Mid (3-5 yrs),Technology,Small (51-200),"Git, Excel",2,2025-02-08,63
JP-11566,Business Analyst,87000,"Atlanta, GA",Hybrid,Lead (10+ yrs),Healthcare,Large (1001-5000),"Python, SQL, Excel",3,2025-03-21,92
JP-11567,Senior Data Analyst,168000,"Boston, MA",On-Site,Senior (6-10 yrs),Healthcare,Large (1001-5000),"Google Sheets, TensorFlow, MongoDB, Power BI, R, PostgreSQL, Java",7,2025-03-22,81
JP-11568,Data Scientist,139000,"Miami, FL",On-Site,Mid (3-5 yrs),Retail,Mid-Market (201-1000),"R, Spark MLlib, AWS, MongoDB, GCP, Kafka",6,2025-06-13,80
JP-11569,Senior Data Scientist,269000,"New York, NY",Hybrid,Lead (10+ yrs),Manufacturing,Large (1001-5000),"Kafka, Databricks, SQL, Docker, Google Sheets",5,2025-08-16,91
JP-11570,Data Scientist,124000,"Minneapolis, MN",Hybrid,Lead (10+ yrs),Healthcare,Small (51-200),"Java, MongoDB, AWS, Docker, XGBoost, PostgreSQL",6,2025-11-21,68
JP-11571,Data Analyst,67000,"Atlanta, GA",On-Site,Mid (3-5 yrs),Education,Startup (1-50),"Excel, Python, Snowflake, Google Sheets, AWS",5,2025-08-13,79
JP-11572,BI Analyst,60000,"Atlanta, GA",On-Site,Mid (3-5 yrs),Retail,Mid-Market (201-1000),"Looker, Java, SQL",3,2025-02-27,75
JP-11573,BI Analyst,97000,"Portland, OR",Remote,Lead (10+ yrs),Consulting,Small (51-200),"BigQuery, Google Sheets",2,2025-02-10,126
JP-11574,Data Analyst,70000,"Dallas, TX",Hybrid,Entry (0-2 yrs),Media,Mid-Market (201-1000),"Java, Python, Google Sheets",3,2025-01-31,84
JP-11575,Business Analyst,107000,"San Francisco, CA",Remote,Mid (3-5 yrs),Finance,Large (1001-5000),"GCP, BigQuery, Google Sheets, PostgreSQL",4,2025-05-07,118
JP-11576,ML Engineer,111000,"Nashville, TN",On-Site,Mid (3-5 yrs),Technology,Large (1001-5000),"SQL, PostgreSQL, Databricks, AWS, TensorFlow, Spark MLlib",6,2025-11-21,68
JP-11577,Data Scientist,159000,"Miami, FL",Hybrid,Senior (6-10 yrs),Government,Enterprise (5000+),"XGBoost, R, Power BI, Spark MLlib, Python",5,2025-06-21,78
JP-11578,ML Engineer,149000,"Phoenix, AZ",On-Site,Mid (3-5 yrs),Government,Large (1001-5000),"Databricks, R, AWS, TensorFlow",4,2025-03-17,93
JP-11579,Data Scientist,143000,"Seattle, WA",Remote,Mid (3-5 yrs),Finance,Small (51-200),"Looker, PyTorch, Scikit-learn, Snowflake, Java",5,2025-09-17,126
JP-11580,Senior Data Engineer,260000,"Chicago, IL",Hybrid,Lead (10+ yrs),Consulting,Large (1001-5000),"Airflow, PostgreSQL, Kafka, Databricks, Java, Scikit-learn, PyTorch",7,2025-03-07,93
JP-11581,Senior Data Scientist,262000,"Boston, MA",Hybrid,Lead (10+ yrs),Manufacturing,Large (1001-5000),"Airflow, Scala, BigQuery, SQL, TensorFlow, Google Sheets, Spark MLlib",7,2025-09-29,80
JP-11582,Senior Data Analyst,114000,"Denver, CO",Remote,Mid (3-5 yrs),Manufacturing,Enterprise (5000+),"MongoDB, Python, Excel, Snowflake, Git, AWS, Kafka, Java",8,2025-07-01,163
JP-11583,ML Engineer,190000,"Chicago, IL",Remote,Senior (6-10 yrs),Healthcare,Large (1001-5000),"Python, PyTorch, Kafka, Looker",4,2025-03-20,118
JP-11584,Business Analyst,64000,"New York, NY",On-Site,Entry (0-2 yrs),Healthcare,Startup (1-50),"PostgreSQL, Tableau, MongoDB, XGBoost, Scikit-learn, Docker, Git",7,2025-06-09,114
JP-11585,Business Analyst,53000,"Chicago, IL",On-Site,Entry (0-2 yrs),Retail,Large (1001-5000),"Python, MongoDB, Scala",3,2025-12-14,109
JP-11586,Senior Data Analyst,88000,"Miami, FL",Remote,Mid (3-5 yrs),Technology,Small (51-200),"PyTorch, Scala, Azure",3,2025-11-28,120
JP-11587,Data Engineer,108000,"Phoenix, AZ",Hybrid,Mid (3-5 yrs),Technology,Large (1001-5000),"Python, SQL, Databricks, AWS",4,2025-06-11,76
JP-11588,Data Analyst,100000,"San Francisco, CA",Hybrid,Mid (3-5 yrs),Healthcare,Startup (1-50),"XGBoost, Python, Google Sheets",3,2025-01-10,100
JP-11589,Senior Data Analyst,110000,"Miami, FL",Remote,Senior (6-10 yrs),Healthcare,Large (1001-5000),"SQL, Power BI, Docker, Excel, Azure, BigQuery",6,2025-09-08,164
JP-11590,Business Analyst,77000,"San Francisco, CA",Remote,Mid (3-5 yrs),Media,Large (1001-5000),"Python, Snowflake, Excel, MongoDB, R, Tableau, BigQuery",7,2025-02-23,116
JP-11591,Business Analyst,81000,"Denver, CO",Remote,Mid (3-5 yrs),Consulting,Mid-Market (201-1000),"Tableau, Java, BigQuery, SQL",4,2025-08-08,118
JP-11592,Data Analyst,86000,"Portland, OR",On-Site,Mid (3-5 yrs),Retail,Enterprise (5000+),"Airflow, Kafka, Power BI, MongoDB",4,2025-12-22,77
JP-11593,Data Analyst,89000,"Boston, MA",Remote,Entry (0-2 yrs),Technology,Mid-Market (201-1000),"MongoDB, Java, R, Looker",4,2025-03-14,203
JP-11594,Analytics Engineer,157000,"Boston, MA",Hybrid,Mid (3-5 yrs),Technology,Enterprise (5000+),"dbt, MySQL, AWS",3,2025-09-08,72
